SYSTEM,TAG NUMBER,DESCRIPTION,reduced_tag,reduced_desc,col,unit,comment,ENG UNIT,tag_desc_uom
COMMON,PCS04_APP1.GAI00HJF15CP001,LDO SCREW PUMP OULET PRESSURE,,,PCS04_APP1.GAI00HJF15CP001_LDO SCREW PUMP OULET PRESSURE,3,3,barg,PCS04_APP1.GAI00HJF15CP001_LDO SCREW PUMP OULET PRESSURE_barg
COMMON,PCS04_APP1.GAI00LCQ10_CL001SPARE,SPARE,,,PCS04_APP1.GAI00LCQ10_CL001SPARE_SPARE,3,3,mm,PCS04_APP1.GAI00LCQ10_CL001SPARE_SPARE_mm
COMMON,PCS04_APP1.GAI00LCQ10CL001,BOILER BLOWDOWN TANK LEVEL,,,PCS04_APP1.GAI00LCQ10CL001_BOILER BLOWDOWN TANK LEVEL,3,3,mm,PCS04_APP1.GAI00LCQ10CL001_BOILER BLOWDOWN TANK LEVEL_mm
COMMON,PCS04_APP1.GAI00MAA10CE006,DC OUTPUT CHARGER 1,,,PCS04_APP1.GAI00MAA10CE006_DC OUTPUT CHARGER 1,3,3,V,PCS04_APP1.GAI00MAA10CE006_DC OUTPUT CHARGER 1_V
COMMON,PCS04_APP1.GAI00MAA10CE007,DC OUTPUT CHARGER 2,,,PCS04_APP1.GAI00MAA10CE007_DC OUTPUT CHARGER 2,3,3,V,PCS04_APP1.GAI00MAA10CE007_DC OUTPUT CHARGER 2_V
COMMON,PCS04_APP1.GAI00PAB60_CP001,MAIN CW - DISCHARGE HEADER PRESSURE,,,PCS04_APP1.GAI00PAB60_CP001_MAIN CW - DISCHARGE HEADER PRESSURE,3,3,barg,PCS04_APP1.GAI00PAB60_CP001_MAIN CW - DISCHARGE HEADER PRESSURE_barg
COMMON,PCS04_APP1.GAI00PAB60_CT001,MAIN CW - DISCHARGE HEADER TEMP,,,PCS04_APP1.GAI00PAB60_CT001_MAIN CW - DISCHARGE HEADER TEMP,3,3,C,PCS04_APP1.GAI00PAB60_CT001_MAIN CW - DISCHARGE HEADER TEMP_C
COMMON,PCS04_APP1.GAI00PAB70_CT001,HOT WATER RETURN TO COOLING TOWER LINE TEMP,,,PCS04_APP1.GAI00PAB70_CT001_HOT WATER RETURN TO COOLING TOWER LINE TEMP,3,3,C,PCS04_APP1.GAI00PAB70_CT001_HOT WATER RETURN TO COOLING TOWER LINE TEMP_C
COMMON,PCS04_APP1.GAI00PAC10CT001,COOLING WATER PUMP 1 - R PHASE WDG TEMP -01,,,PCS04_APP1.GAI00PAC10CT001_COOLING WATER PUMP 1 - R PHASE WDG TEMP -01,3,3,C,PCS04_APP1.GAI00PAC10CT001_COOLING WATER PUMP 1 - R PHASE WDG TEMP -01_C
COMMON,PCS04_APP1.GAI00PAC10CT002,COOLING WATER PUMP 1 - Y PHASE WDG TEMP - 02,,,PCS04_APP1.GAI00PAC10CT002_COOLING WATER PUMP 1 - Y PHASE WDG TEMP - 02,3,3,C,PCS04_APP1.GAI00PAC10CT002_COOLING WATER PUMP 1 - Y PHASE WDG TEMP - 02_C
COMMON,PCS04_APP1.GAI00PAC10CT003,COOLING WATER PUMP 1 - B PHASE WDG TEMP - 03,,,PCS04_APP1.GAI00PAC10CT003_COOLING WATER PUMP 1 - B PHASE WDG TEMP - 03,3,3,C,PCS04_APP1.GAI00PAC10CT003_COOLING WATER PUMP 1 - B PHASE WDG TEMP - 03_C
COMMON,PCS04_APP1.GAI00PAC10CT004,COOLING WATER PUMP 1 - NDE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC10CT004_COOLING WATER PUMP 1 - NDE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC10CT004_COOLING WATER PUMP 1 - NDE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC10CT005,COOLING WATER PUMP 1 - DE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC10CT005_COOLING WATER PUMP 1 - DE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC10CT005_COOLING WATER PUMP 1 - DE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC10CT006,COOLING WATER PUMP 1 - NDE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC10CT006_COOLING WATER PUMP 1 - NDE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC10CT006_COOLING WATER PUMP 1 - NDE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC10CT007,COOLING WATER PUMP 1 - DE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC10CT007_COOLING WATER PUMP 1 - DE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC10CT007_COOLING WATER PUMP 1 - DE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC20CT001,COOLING WATER PUMP 2 - R PHASE WDG TEMP -01,,,PCS04_APP1.GAI00PAC20CT001_COOLING WATER PUMP 2 - R PHASE WDG TEMP -01,3,3,C,PCS04_APP1.GAI00PAC20CT001_COOLING WATER PUMP 2 - R PHASE WDG TEMP -01_C
COMMON,PCS04_APP1.GAI00PAC20CT002,COOLING WATER PUMP 2 - Y PHASE WDG TEMP - 02,,,PCS04_APP1.GAI00PAC20CT002_COOLING WATER PUMP 2 - Y PHASE WDG TEMP - 02,3,3,C,PCS04_APP1.GAI00PAC20CT002_COOLING WATER PUMP 2 - Y PHASE WDG TEMP - 02_C
COMMON,PCS04_APP1.GAI00PAC20CT003,COOLING WATER PUMP 2 - B PHASE WDG TEMP - 03,,,PCS04_APP1.GAI00PAC20CT003_COOLING WATER PUMP 2 - B PHASE WDG TEMP - 03,3,3,C,PCS04_APP1.GAI00PAC20CT003_COOLING WATER PUMP 2 - B PHASE WDG TEMP - 03_C
COMMON,PCS04_APP1.GAI00PAC20CT004,COOLING WATER PUMP 2 - NDE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC20CT004_COOLING WATER PUMP 2 - NDE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC20CT004_COOLING WATER PUMP 2 - NDE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC20CT005,COOLING WATER PUMP 2 - DE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC20CT005_COOLING WATER PUMP 2 - DE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC20CT005_COOLING WATER PUMP 2 - DE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC20CT006,COOLING WATER PUMP 2 - NDE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC20CT006_COOLING WATER PUMP 2 - NDE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC20CT006_COOLING WATER PUMP 2 - NDE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC20CT007,COOLING WATER PUMP 2 - DE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC20CT007_COOLING WATER PUMP 2 - DE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC20CT007_COOLING WATER PUMP 2 - DE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC30CT001,COOLING WATER PUMP 3 - R PHASE WDG TEMP -01,,,PCS04_APP1.GAI00PAC30CT001_COOLING WATER PUMP 3 - R PHASE WDG TEMP -01,3,3,C,PCS04_APP1.GAI00PAC30CT001_COOLING WATER PUMP 3 - R PHASE WDG TEMP -01_C
COMMON,PCS04_APP1.GAI00PAC30CT002,COOLING WATER PUMP 3 - Y PHASE WDG TEMP - 02,,,PCS04_APP1.GAI00PAC30CT002_COOLING WATER PUMP 3 - Y PHASE WDG TEMP - 02,3,3,C,PCS04_APP1.GAI00PAC30CT002_COOLING WATER PUMP 3 - Y PHASE WDG TEMP - 02_C
COMMON,PCS04_APP1.GAI00PAC30CT003,COOLING WATER PUMP 3 - B PHASE WDG TEMP - 03,,,PCS04_APP1.GAI00PAC30CT003_COOLING WATER PUMP 3 - B PHASE WDG TEMP - 03,3,3,C,PCS04_APP1.GAI00PAC30CT003_COOLING WATER PUMP 3 - B PHASE WDG TEMP - 03_C
COMMON,PCS04_APP1.GAI00PAC30CT004,COOLING WATER PUMP 3 - NDE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC30CT004_COOLING WATER PUMP 3 - NDE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC30CT004_COOLING WATER PUMP 3 - NDE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC30CT005,COOLING WATER PUMP 3 - DE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC30CT005_COOLING WATER PUMP 3 - DE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC30CT005_COOLING WATER PUMP 3 - DE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC30CT006,COOLING WATER PUMP 3 - NDE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC30CT006_COOLING WATER PUMP 3 - NDE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC30CT006_COOLING WATER PUMP 3 - NDE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC30CT007,COOLING WATER PUMP 3 - DE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC30CT007_COOLING WATER PUMP 3 - DE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC30CT007_COOLING WATER PUMP 3 - DE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC40CT001,COOLING WATER PUMP 4 - R PHASE WDG TEMP -01,,,PCS04_APP1.GAI00PAC40CT001_COOLING WATER PUMP 4 - R PHASE WDG TEMP -01,3,3,C,PCS04_APP1.GAI00PAC40CT001_COOLING WATER PUMP 4 - R PHASE WDG TEMP -01_C
COMMON,PCS04_APP1.GAI00PAC40CT002,COOLING WATER PUMP 4 - Y PHASE WDG TEMP - 02,,,PCS04_APP1.GAI00PAC40CT002_COOLING WATER PUMP 4 - Y PHASE WDG TEMP - 02,3,3,C,PCS04_APP1.GAI00PAC40CT002_COOLING WATER PUMP 4 - Y PHASE WDG TEMP - 02_C
COMMON,PCS04_APP1.GAI00PAC40CT003,COOLING WATER PUMP 4 - B PHASE WDG TEMP - 03,,,PCS04_APP1.GAI00PAC40CT003_COOLING WATER PUMP 4 - B PHASE WDG TEMP - 03,3,3,C,PCS04_APP1.GAI00PAC40CT003_COOLING WATER PUMP 4 - B PHASE WDG TEMP - 03_C
COMMON,PCS04_APP1.GAI00PAC40CT004,COOLING WATER PUMP 4 - NDE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC40CT004_COOLING WATER PUMP 4 - NDE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC40CT004_COOLING WATER PUMP 4 - NDE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC40CT005,COOLING WATER PUMP 4 - DE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC40CT005_COOLING WATER PUMP 4 - DE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC40CT005_COOLING WATER PUMP 4 - DE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC40CT006,COOLING WATER PUMP 4 - NDE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC40CT006_COOLING WATER PUMP 4 - NDE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC40CT006_COOLING WATER PUMP 4 - NDE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC40CT007,COOLING WATER PUMP 4 - DE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC40CT007_COOLING WATER PUMP 4 - DE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC40CT007_COOLING WATER PUMP 4 - DE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC50CT001,COOLING WATER PUMP 5 - R PHASE WDG TEMP -01,,,PCS04_APP1.GAI00PAC50CT001_COOLING WATER PUMP 5 - R PHASE WDG TEMP -01,3,3,C,PCS04_APP1.GAI00PAC50CT001_COOLING WATER PUMP 5 - R PHASE WDG TEMP -01_C
COMMON,PCS04_APP1.GAI00PAC50CT002,COOLING WATER PUMP 5 - Y PHASE WDG TEMP - 02,,,PCS04_APP1.GAI00PAC50CT002_COOLING WATER PUMP 5 - Y PHASE WDG TEMP - 02,3,3,C,PCS04_APP1.GAI00PAC50CT002_COOLING WATER PUMP 5 - Y PHASE WDG TEMP - 02_C
COMMON,PCS04_APP1.GAI00PAC50CT003,COOLING WATER PUMP 5 - B PHASE WDG TEMP - 03,,,PCS04_APP1.GAI00PAC50CT003_COOLING WATER PUMP 5 - B PHASE WDG TEMP - 03,3,3,C,PCS04_APP1.GAI00PAC50CT003_COOLING WATER PUMP 5 - B PHASE WDG TEMP - 03_C
COMMON,PCS04_APP1.GAI00PAC50CT004,COOLING WATER PUMP 5 - NDE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC50CT004_COOLING WATER PUMP 5 - NDE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC50CT004_COOLING WATER PUMP 5 - NDE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC50CT005,COOLING WATER PUMP 5 - DE MOTOR BRG TEMP,,,PCS04_APP1.GAI00PAC50CT005_COOLING WATER PUMP 5 - DE MOTOR BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC50CT005_COOLING WATER PUMP 5 - DE MOTOR BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC50CT006,COOLING WATER PUMP 5 - NDE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC50CT006_COOLING WATER PUMP 5 - NDE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC50CT006_COOLING WATER PUMP 5 - NDE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAC50CT007,COOLING WATER PUMP 5 - DE PUMP BRG TEMP,,,PCS04_APP1.GAI00PAC50CT007_COOLING WATER PUMP 5 - DE PUMP BRG TEMP,3,3,C,PCS04_APP1.GAI00PAC50CT007_COOLING WATER PUMP 5 - DE PUMP BRG TEMP_C
COMMON,PCS04_APP1.GAI00PAD10_CL001,COOLING TOWER BASIN LEVEL,,,PCS04_APP1.GAI00PAD10_CL001_COOLING TOWER BASIN LEVEL,3,3,mm,PCS04_APP1.GAI00PAD10_CL001_COOLING TOWER BASIN LEVEL_mm
COMMON,PCS04_APP1.GAI00PAD10AN010_EC001,COOLING TOWER FAN1 -CURRENT,,,PCS04_APP1.GAI00PAD10AN010_EC001_COOLING TOWER FAN1 -CURRENT,3,3,Amps,PCS04_APP1.GAI00PAD10AN010_EC001_COOLING TOWER FAN1 -CURRENT_Amps
COMMON,PCS04_APP1.GAI00PAD10AN020_EC001,COOLING TOWER FAN2 -CURRENT,,,PCS04_APP1.GAI00PAD10AN020_EC001_COOLING TOWER FAN2 -CURRENT,3,3,Amps,PCS04_APP1.GAI00PAD10AN020_EC001_COOLING TOWER FAN2 -CURRENT_Amps
COMMON,PCS04_APP1.GAI00PAD10AN030_EC001,COOLING TOWER FAN3 -CURRENT,,,PCS04_APP1.GAI00PAD10AN030_EC001_COOLING TOWER FAN3 -CURRENT,3,3,Amps,PCS04_APP1.GAI00PAD10AN030_EC001_COOLING TOWER FAN3 -CURRENT_Amps
COMMON,PCS04_APP1.GAI00PAD10AN040_EC001,COOLING TOWER FAN4 -CURRENT,,,PCS04_APP1.GAI00PAD10AN040_EC001_COOLING TOWER FAN4 -CURRENT,3,3,Amps,PCS04_APP1.GAI00PAD10AN040_EC001_COOLING TOWER FAN4 -CURRENT_Amps
COMMON,PCS04_APP1.GAI00PAD10CT001,COOLING TTOWER BASIN TEMPERATURE,,,PCS04_APP1.GAI00PAD10CT001_COOLING TTOWER BASIN TEMPERATURE,3,3,C,PCS04_APP1.GAI00PAD10CT001_COOLING TTOWER BASIN TEMPERATURE_C
COMMON,PCS04_APP1.GAI00PAR50_CG001,CTRL STN - CT M/UP LINE TO CT BASIN CV POS TRANSMITTER,,,PCS04_APP1.GAI00PAR50_CG001_CTRL STN - CT M/UP LINE TO CT BASIN CV POS TRANSMITTER,3,3,%,PCS04_APP1.GAI00PAR50_CG001_CTRL STN - CT M/UP LINE TO CT BASIN CV POS TRANSMITTER_%
COMMON,PCS04_APP1.GAI00PCB40_CP001,ACW DISCHARGE HEADER PRESSURE,,,PCS04_APP1.GAI00PCB40_CP001_ACW DISCHARGE HEADER PRESSURE,3,3,barg,PCS04_APP1.GAI00PCB40_CP001_ACW DISCHARGE HEADER PRESSURE_barg
COMMON,PCS04_APP1.GAI00PCB40_CT001,ACW DISCHARGE HEADER TEMP,,,PCS04_APP1.GAI00PCB40_CT001_ACW DISCHARGE HEADER TEMP,3,3,C,PCS04_APP1.GAI00PCB40_CT001_ACW DISCHARGE HEADER TEMP_C
COMMON,PCS04_APP1.GAI00PCC10AP110_EC001,ACW PUMP1-CURRENT,,,PCS04_APP1.GAI00PCC10AP110_EC001_ACW PUMP1-CURRENT,3,3,Amps,PCS04_APP1.GAI00PCC10AP110_EC001_ACW PUMP1-CURRENT_Amps
COMMON,PCS04_APP1.GAI00PCC20AP110_EC001,ACW PUMP2 -CURRENT,,,PCS04_APP1.GAI00PCC20AP110_EC001_ACW PUMP2 -CURRENT,3,3,Amps,PCS04_APP1.GAI00PCC20AP110_EC001_ACW PUMP2 -CURRENT_Amps
COMMON,PCS04_APP1.GAI00PCC30AP110_EC001,ACW PUMP3 -CURRENT,,,PCS04_APP1.GAI00PCC30AP110_EC001_ACW PUMP3 -CURRENT,3,3,Amps,PCS04_APP1.GAI00PCC30AP110_EC001_ACW PUMP3 -CURRENT_Amps
COMMON,PCS04_APP1.GAI00SCA20_AN010_EC01,AIR COMPRESSOR-2 CURRENT,,,PCS04_APP1.GAI00SCA20_AN010_EC01_AIR COMPRESSOR-2 CURRENT,3,3,Amps,PCS04_APP1.GAI00SCA20_AN010_EC01_AIR COMPRESSOR-2 CURRENT_Amps
COMMON,PCS04_APP1.GAI00SCA30_AN010_EC01,AIR COMPRESSOR-2 CURRENT,,,PCS04_APP1.GAI00SCA30_AN010_EC01_AIR COMPRESSOR-2 CURRENT,3,3,Amps,PCS04_APP1.GAI00SCA30_AN010_EC01_AIR COMPRESSOR-2 CURRENT_Amps
COMMON,PCS04_APP1.GAI00SCA51_CP001SPARE,SPARE,,,PCS04_APP1.GAI00SCA51_CP001SPARE_SPARE,3,3,mm,PCS04_APP1.GAI00SCA51_CP001SPARE_SPARE_mm
COMMON,PCS04_APP1.GAI00SCA51CP001,SERVICE AIR RECEIVER TO CONTROL ACTUATOR PRESSURE,,,PCS04_APP1.GAI00SCA51CP001_SERVICE AIR RECEIVER TO CONTROL ACTUATOR PRESSURE,3,3,barg,PCS04_APP1.GAI00SCA51CP001_SERVICE AIR RECEIVER TO CONTROL ACTUATOR PRESSURE_barg
COMMON,PCS04_APP1.GAI00SCB30_CP001SPARE,SPARE,,,PCS04_APP1.GAI00SCB30_CP001SPARE_SPARE,3,3,barg,PCS04_APP1.GAI00SCB30_CP001SPARE_SPARE_barg
COMMON,PCS04_APP1.GAI00SCB30CP001,INSTRUMENT AIR RECEIVER TO HEADER,,,PCS04_APP1.GAI00SCB30CP001_INSTRUMENT AIR RECEIVER TO HEADER,3,3,barg,PCS04_APP1.GAI00SCB30CP001_INSTRUMENT AIR RECEIVER TO HEADER_barg
COMMON,PCS04_APP1.GAI00SGA01CP001,FIRE WATER DISCH. PRESS,,,PCS04_APP1.GAI00SGA01CP001_FIRE WATER DISCH. PRESS,3,3,barg,PCS04_APP1.GAI00SGA01CP001_FIRE WATER DISCH. PRESS_barg
COMMON,PCS04_APP1.GAI00SGA01CP001SPARE,SPARE,,,PCS04_APP1.GAI00SGA01CP001SPARE_SPARE,3,3,barg,PCS04_APP1.GAI00SGA01CP001SPARE_SPARE_barg
COMMON,PCS04_APP1.GAI10HJF18CG005,LDO RETURN LINE PRESS CONTROL VALVE POSITION,,,PCS04_APP1.GAI10HJF18CG005_LDO RETURN LINE PRESS CONTROL VALVE POSITION,3,3,%,PCS04_APP1.GAI10HJF18CG005_LDO RETURN LINE PRESS CONTROL VALVE POSITION_%
COMMON,PCS04_APP1.GAICW_TEMPDEC403,SPARE 11,,,PCS04_APP1.GAICW_TEMPDEC403_SPARE 11,3,3,C,PCS04_APP1.GAICW_TEMPDEC403_SPARE 11_C
COMMON,PCS04_APP1.GAICW501SPARE,SPARE,,,PCS04_APP1.GAICW501SPARE_SPARE,3,3,mm,PCS04_APP1.GAICW501SPARE_SPARE_mm
COMMON,PCS05_APP1.C_OPCCLOAD.OUT,OPCC LOAD CURRENT,,,PCS05_APP1.C_OPCCLOAD.OUT_OPCC LOAD CURRENT,3,3,MW,PCS05_APP1.C_OPCCLOAD.OUT_OPCC LOAD CURRENT_MW
COMMON,PCS05_APP1.C_OPCCLOAD2.OUT,OPCC LOAD CURRENT,,,PCS05_APP1.C_OPCCLOAD2.OUT_OPCC LOAD CURRENT,3,3,MW,PCS05_APP1.C_OPCCLOAD2.OUT_OPCC LOAD CURRENT_MW
COMMON,PCS05_APP1.C_TOTAL FUEL FLOW.OUT,TOTAL FUEL FLOW CURRENT,,,PCS05_APP1.C_TOTAL FUEL FLOW.OUT_TOTAL FUEL FLOW CURRENT,3,3,ton/hr,PCS05_APP1.C_TOTAL FUEL FLOW.OUT_TOTAL FUEL FLOW CURRENT_ton/hr
COMMON,PCS05_APP1.GAI00HLB04CT052,AMBIENT TEMPERATURE BOILER,,,PCS05_APP1.GAI00HLB04CT052_AMBIENT TEMPERATURE BOILER,3,3,C,PCS05_APP1.GAI00HLB04CT052_AMBIENT TEMPERATURE BOILER_C
COMMON,PCS05_APP1.T_TOTAL FUEL FLOW.OUT,TOTAL FUEL FLOW TODAY,,,PCS05_APP1.T_TOTAL FUEL FLOW.OUT_TOTAL FUEL FLOW TODAY,3,3,ton,PCS05_APP1.T_TOTAL FUEL FLOW.OUT_TOTAL FUEL FLOW TODAY_ton
COMMON,PCS05_APP1.Y_TOTAL FUEL FLOW.OUT,TOTAL FUEL FLOW YESTERDAY,,,PCS05_APP1.Y_TOTAL FUEL FLOW.OUT_TOTAL FUEL FLOW YESTERDAY,3,3,ton,PCS05_APP1.Y_TOTAL FUEL FLOW.OUT_TOTAL FUEL FLOW YESTERDAY_ton
COMMON,PCS05_APP1.XU1_TOTALIZER.C_DG1LOAD,BSDG 1 LOAD CURRENT,,,PCS05_APP1.XU1_TOTALIZER.C_DG1LOAD_BSDG 1 LOAD CURRENT,3,3,KW,PCS05_APP1.XU1_TOTALIZER.C_DG1LOAD_BSDG 1 LOAD CURRENT_KW
COMMON,PCS05_APP1.XU1_TOTALIZER.T_DG1LOAD,BSDG 1 LOAD TODAY,,,PCS05_APP1.XU1_TOTALIZER.T_DG1LOAD_BSDG 1 LOAD TODAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.T_DG1LOAD_BSDG 1 LOAD TODAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.Y_DG1LOAD,BSDG 1 LOAD YESTERDAY,,,PCS05_APP1.XU1_TOTALIZER.Y_DG1LOAD_BSDG 1 LOAD YESTERDAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.Y_DG1LOAD_BSDG 1 LOAD YESTERDAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.C_DG2LOAD,BSDG 2 LOAD CURRENT,,,PCS05_APP1.XU1_TOTALIZER.C_DG2LOAD_BSDG 2 LOAD CURRENT,3,3,KW,PCS05_APP1.XU1_TOTALIZER.C_DG2LOAD_BSDG 2 LOAD CURRENT_KW
COMMON,PCS05_APP1.XU1_TOTALIZER.T_DG2LOAD,BSDG 2 LOAD TODAY,,,PCS05_APP1.XU1_TOTALIZER.T_DG2LOAD_BSDG 2 LOAD TODAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.T_DG2LOAD_BSDG 2 LOAD TODAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.Y_DG2LOAD,BSDG 2 LOAD YESTERDAY,,,PCS05_APP1.XU1_TOTALIZER.Y_DG2LOAD_BSDG 2 LOAD YESTERDAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.Y_DG2LOAD_BSDG 2 LOAD YESTERDAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.C_DG3LOAD,BSDG 3 LOAD CURRENT,,,PCS05_APP1.XU1_TOTALIZER.C_DG3LOAD_BSDG 3 LOAD CURRENT,3,3,KW,PCS05_APP1.XU1_TOTALIZER.C_DG3LOAD_BSDG 3 LOAD CURRENT_KW
COMMON,PCS05_APP1.XU1_TOTALIZER.T_DG3LOAD,BSDG 3 LOAD TODAY,,,PCS05_APP1.XU1_TOTALIZER.T_DG3LOAD_BSDG 3 LOAD TODAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.T_DG3LOAD_BSDG 3 LOAD TODAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.Y_DG3LOAD,BSDG 3 LOAD YESTERDAY,,,PCS05_APP1.XU1_TOTALIZER.Y_DG3LOAD_BSDG 3 LOAD YESTERDAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.Y_DG3LOAD_BSDG 3 LOAD YESTERDAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.C_DG4LOAD,BSDG 4 LOAD CURRENT,,,PCS05_APP1.XU1_TOTALIZER.C_DG4LOAD_BSDG 4 LOAD CURRENT,3,3,KW,PCS05_APP1.XU1_TOTALIZER.C_DG4LOAD_BSDG 4 LOAD CURRENT_KW
COMMON,PCS05_APP1.XU1_TOTALIZER.T_DG4LOAD,BSDG 4 LOAD TODAY,,,PCS05_APP1.XU1_TOTALIZER.T_DG4LOAD_BSDG 4 LOAD TODAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.T_DG4LOAD_BSDG 4 LOAD TODAY_KWH
COMMON,PCS05_APP1.XU1_TOTALIZER.Y_DG4LOAD,BSDG 4 LOAD YESTERDAY,,,PCS05_APP1.XU1_TOTALIZER.Y_DG4LOAD_BSDG 4 LOAD YESTERDAY,3,3,KWH,PCS05_APP1.XU1_TOTALIZER.Y_DG4LOAD_BSDG 4 LOAD YESTERDAY_KWH
COMMON,PCS04_APP2.00PAC10CE001,COOLING WATER PUMP-1 CURRENT,,,PCS04_APP2.00PAC10CE001_COOLING WATER PUMP-1 CURRENT,3,3,amps,PCS04_APP2.00PAC10CE001_COOLING WATER PUMP-1 CURRENT_amps
COMMON,PCS04_APP2.00PAC20CE001,COOLING WATER PUMP-2 CURRENT,,,PCS04_APP2.00PAC20CE001_COOLING WATER PUMP-2 CURRENT,3,3,amps,PCS04_APP2.00PAC20CE001_COOLING WATER PUMP-2 CURRENT_amps
COMMON,PCS04_APP2.00PAC30CE001,COOLING WATER PUMP-3 CURRENT,,,PCS04_APP2.00PAC30CE001_COOLING WATER PUMP-3 CURRENT,3,3,amps,PCS04_APP2.00PAC30CE001_COOLING WATER PUMP-3 CURRENT_amps
COMMON,PCS04_APP2.00PAC40CE001,COOLING WATER PUMP-4 CURRENT,,,PCS04_APP2.00PAC40CE001_COOLING WATER PUMP-4 CURRENT,3,3,amps,PCS04_APP2.00PAC40CE001_COOLING WATER PUMP-4 CURRENT_amps
COMMON,PCS04_APP2.00PAC50CE001,COOLING WATER PUMP-5 CURRENT,,,PCS04_APP2.00PAC50CE001_COOLING WATER PUMP-5 CURRENT,3,3,amps,PCS04_APP2.00PAC50CE001_COOLING WATER PUMP-5 CURRENT_amps
